,Origin GEOID,Destination GID,Distance (km)
1,2430,1,90.0091
1,2431,1,90.7535
1,2432,1,91.8957
1,2433,1,94.0263
1,2434,1,95.3822
0,2435,1,92.6421
1,2436,1,93.7044
1,2437,1,94.0502
1,2438,1,94.6863
0,2439,1,95.9801
1,2440,1,92.4834
1,2441,1,92.435
1,2442,1,93.2842
1,2443,1,94.2547
0,2444,1,95.2188
1,2445,1,94.2368
1,2446,1,94.6976
1,2447,1,92.0955
1,2448,1,93.2868
1,2449,1,93.891
1,2450,1,95.8794
0,2451,1,87.9052
1,2452,1,86.764
1,2453,1,85.6188
1,2454,1,85.0288
0,2455,1,83.4592
1,2456,1,82.4876
1,2457,1,81.5107
1,2458,1,80.5435
1,2459,1,79.6812
1,2460,1,80.2486
1,2461,1,81.049
1,2462,1,83.1925
0,2463,1,82.3539
1,2464,1,84.7332
1,2465,1,84.1044
1,2466,1,85.2882
1,2467,1,86.4492
0,2468,1,87.1237
1,2469,1,88.2454
1,2470,1,89.0647
1,2471,1,92.8482
1,2472,1,93.5682
1,2473,1,94.3002
1,2474,1,95.6632
1,2475,1,89.4269
1,2476,1,98.1661
1,2477,1,80.7649
1,2478,1,80.2229
0,2479,1,79.4797
0,2480,1,78.7404
0,2481,1,77.9969
1,2482,1,80.4961
1,2483,1,78.1317
0,2484,1,94.6012
1,2485,1,79.5387
0,2486,1,84.3932
1,2487,1,83.466
1,2488,1,81.7737
1,2489,1,82.5267
1,2490,1,84.8078
1,2491,1,85.8929
1,2492,1,89.825
1,2493,1,89.2911
1,2494,1,94.3706
1,2495,1,96.4751
0,2496,1,94.3032
1,2497,1,95.5747
1,2498,1,100.742
1,2499,1,100.6
1,2500,1,96.8629
1,2501,1,96.6597
1,2502,1,97.2094
1,2503,1,93.477
0,2504,1,95.6306
1,2505,1,96.2774
1,2506,1,94.9839
1,2507,1,95.1259
1,2508,1,93.7403
1,2509,1,92.9727
1,2510,1,93.0776
1,2511,1,94.9229
1,2512,1,96.1071
1,2513,1,92.1279
1,2514,1,92.64
1,2515,1,92.8229
1,2516,1,86.1252
1,2517,1,86.3085
1,2518,1,83.3908
1,2519,1,82.7016
1,2520,1,81.6834
1,2521,1,80.7936
1,2522,1,81.578
1,2523,1,82.6739
1,2524,1,83.8812
1,2525,1,84.8509
1,2526,1,86.1798
1,2527,1,86.1798
0,2528,1,85.5826
1,2529,1,86.7526
1,2530,1,88.3554
1,2531,1,90.1084
1,2532,1,91.4111
1,2533,1,91.8632
1,2534,1,91.4352
1,2535,1,91.3364
1,2536,1,89.4269
1,2537,1,89.4269
1,2538,1,82.3884
1,2539,1,81.8205
1,2540,1,81.0146
0,2541,1,80.2003
1,2542,1,79.4576
1,2543,1,80.4961
1,2544,1,80.4961
1,2545,1,79.9159
1,2546,1,79.5149
1,2547,1,80.7225
1,2548,1,84.0811
1,2549,1,83.3222
1,2550,1,83.03
1,2551,1,84.123
1,2552,1,87.6987
1,2553,1,86.3612
1,2554,1,91.4577
1,2555,1,91.2799
1,2556,1,96.9007
0,2557,1,94.9211
1,2558,1,95.9977
1,2559,1,96.7798
1,2560,1,99.9962
1,2561,1,99.9666
1,2562,1,97.9449
1,2563,1,96.8912
1,2564,1,94.8101
1,2565,1,94.5848
1,2566,1,96.9474
1,2567,1,96.3699
1,2568,1,96.2038
1,2569,1,96.7512
1,2570,1,94.4155
1,2571,1,96.0683
1,2572,1,101.327
1,2573,1,100.353
1,2574,1,90.8436
1,2575,1,89.1269
1,2576,1,88.1819
1,2577,1,87.2027
0,2578,1,87.1146
1,2579,1,84.116
1,2580,1,84.8389
1,2581,1,82.7036
1,2582,1,81.9049
1,2583,1,81.8933
1,2584,1,83.8971
0,2585,1,83.8971
1,2586,1,84.5542
1,2587,1,93.7646
1,2588,1,93.7646
1,2589,1,86.7635
1,2590,1,87.099
1,2591,1,88.8876
0,2592,1,89.6734
1,2593,1,90.8445
1,2594,1,91.1824
1,2595,1,90.3605
1,2596,1,90.0935
1,2597,1,89.2235
1,2598,1,88.7579
1,2599,1,85.1438
1,2600,1,82.3884
0,2601,1,82.1187
1,2602,1,81.9398
1,2603,1,82.0965
0,2604,1,82.0653
1,2605,1,81.5465
1,2606,1,80.6995
1,2607,1,80.605
1,2608,1,80.8314
1,2609,1,84.9417
1,2610,1,84.1608
1,2611,1,84.5224
1,2612,1,84.5065
1,2613,1,86.841
1,2614,1,86.956
1,2615,1,87.6991
1,2616,1,97.7692
1,2617,1,96.822
1,2618,1,96.2045
1,2619,1,97.5057
0,2620,1,98.1425
1,2621,1,100.731
1,2622,1,101.402
1,2623,1,97.0071
1,2624,1,95.8961
1,2625,1,96.5879
1,2626,1,96.6569
1,2627,1,99.1996
1,2628,1,98.4461
1,2629,1,97.1361
1,2630,1,95.6077
0,2631,1,95.841
1,2632,1,98.6154
1,2633,1,99.5422
1,2634,1,100.028
1,2635,1,89.462
1,2636,1,88.1718
1,2637,1,87.8709
1,2638,1,87.0207
1,2639,1,86.1295
1,2640,1,85.1386
1,2641,1,83.8719
1,2642,1,83.0173
1,2643,1,83.0067
0,2644,1,83.8971
1,2645,1,83.8971
1,2646,1,92.5759
1,2647,1,92.597
1,2648,1,92.7564
1,2649,1,87.9265
0,2650,1,88.4032
1,2651,1,88.1696
1,2652,1,92.8105
1,2653,1,91.8396
0,2654,1,91.0195
1,2655,1,89.6966
1,2656,1,88.8003
1,2657,1,88.1979
1,2658,1,87.3336
1,2659,1,84.8543
1,2660,1,83.5013
1,2661,1,82.9464
1,2662,1,86.1773
1,2663,1,86.2078
1,2664,1,82.7587
1,2665,1,82.6743
1,2666,1,81.6769
1,2667,1,81.7103
1,2668,1,91.0882
1,2669,1,85.8133
1,2670,1,86.3432
1,2671,1,85.765
1,2672,1,86.1423
1,2673,1,85.978
0,2674,1,86.732
1,2675,1,98.4606
1,2676,1,97.4889
1,2677,1,98.0492
1,2678,1,98.4841
1,2679,1,98.939
1,2680,1,100.158
1,2681,1,100.437
1,2682,1,103.433
1,2683,1,104.443
1,2684,1,97.8093
1,2685,1,100.069
1,2686,1,98.5238
1,2687,1,102.151
1,2688,1,97.7466
1,2689,1,99.1264
1,2690,1,97.5322
1,2691,1,97.7944
1,2692,1,93.2428
1,2693,1,91.7071
1,2694,1,90.5696
1,2695,1,89.9304
0,2696,1,88.8227
1,2697,1,88.2881
1,2698,1,86.0794
1,2699,1,85.8022
1,2700,1,85.0242
0,2701,1,84.1302
1,2702,1,86.9186
1,2703,1,86.9186
1,2704,1,93.7096
1,2705,1,93.2668
1,2706,1,91.7165
1,2707,1,91.21
1,2708,1,90.1044
1,2709,1,89.4043
1,2710,1,92.561
1,2711,1,91.7444
1,2712,1,90.4852
1,2713,1,89.5874
1,2714,1,88.6748
1,2715,1,87.5273
1,2716,1,86.2571
1,2717,1,84.9999
1,2718,1,86.3809
1,2719,1,85.0879
1,2720,1,86.1236
1,2721,1,86.9863
1,2722,1,87.3319
1,2723,1,82.7587
1,2724,1,82.7869
1,2725,1,82.8225
1,2726,1,86.9584
1,2727,1,83.2886
1,2728,1,89.0844
1,2729,1,86.3432
1,2730,1,86.5578
1,2731,1,99.5813
1,2732,1,98.6164
1,2733,1,98.4593
1,2734,1,98.9592
1,2735,1,100.47
1,2736,1,100.763
1,2737,1,101.09
1,2738,1,103.16
1,2739,1,99.8283
1,2740,1,100.601
1,2741,1,99.8764
1,2742,1,102.882
1,2743,1,101.616
1,2744,1,100.733
1,2745,1,99.701
0,2746,1,97.3012
1,2747,1,96.4572
1,2748,1,94.4389
1,2749,1,92.7889
1,2750,1,91.7202
1,2751,1,91.3052
1,2752,1,89.9941
0,2753,1,89.3578
1,2754,1,89.4983
1,2755,1,87.5699
1,2756,1,86.3652
1,2757,1,85.6623
1,2758,1,85.806
1,2759,1,85.806
1,2760,1,94.0626
1,2761,1,93.7096
1,2762,1,92.9044
1,2763,1,92.1909
1,2764,1,90.6863
1,2765,1,91.9251
1,2766,1,91.7886
1,2767,1,92.1342
1,2768,1,91.0358
1,2769,1,90.6698
1,2770,1,90.2681
1,2771,1,88.4088
1,2772,1,87.2056
1,2773,1,86.4649
1,2774,1,86.7789
1,2775,1,86.7044
1,2776,1,87.33
1,2777,1,91.2179
1,2778,1,87.3319
1,2779,1,97.1836
1,2780,1,97.2308
1,2781,1,83.7333
0,2782,1,83.9504
1,2783,1,85.7628
1,2784,1,87.9904
1,2785,1,88.3331
1,2786,1,88.76
1,2787,1,100.946
1,2788,1,99.9828
1,2789,1,99.472
1,2790,1,101.273
1,2791,1,102.255
1,2792,1,104.892
1,2793,1,104.738
1,2794,1,103.76
1,2795,1,101.127
1,2796,1,114.197
1,2797,1,103.99
1,2798,1,102.411
1,2799,1,101.313
1,2800,1,100.39
1,2801,1,98.7246
1,2802,1,97.6707
1,2803,1,96.5513
0,2804,1,95.2335
1,2805,1,92.9007
0,2806,1,92.7427
1,2807,1,91.285
1,2808,1,90.5038
1,2809,1,90.1114
1,2810,1,117.467
1,2811,1,118.342
1,2812,1,87.5726
1,2813,1,86.3547
1,2814,1,94.9502
1,2815,1,94.7131
1,2816,1,94.47
1,2817,1,93.4109
1,2818,1,92.4716
0,2819,1,91.9251
1,2820,1,91.9251
1,2821,1,93.2502
1,2822,1,92.5064
1,2823,1,91.7588
1,2824,1,91.0211
1,2825,1,89.6908
1,2826,1,88.9063
1,2827,1,88.4118
1,2828,1,88.4859
1,2829,1,88.0608
1,2830,1,88.4596
1,2831,1,89.7542
1,2832,1,92.5465
1,2833,1,92.5448
0,2834,1,96.8123
1,2835,1,96.3961
1,2836,1,95.6557
1,2837,1,85.0594
1,2838,1,86.0429
1,2839,1,87.1763
1,2840,1,102.114
1,2841,1,104.152
1,2842,1,100.568
1,2843,1,101.269
0,2844,1,102.243
0,2845,1,103.86
1,2846,1,104.077
1,2847,1,111.023
1,2848,1,112.129
1,2849,1,112.85
1,2850,1,114.492
1,2851,1,114.92
0,2852,1,101.326
1,2853,1,100.518
1,2854,1,99.8246
1,2855,1,99.4377
1,2856,1,97.7756
1,2857,1,97.2271
1,2858,1,110.833
1,2859,1,119.735
1,2860,1,118.762
1,2861,1,117.787
1,2862,1,116.815
1,2863,1,116.723
1,2864,1,117.711
1,2865,1,88.3532
1,2866,1,87.6582
1,2867,1,88.1904
1,2868,1,88.1904
1,2869,1,95.792
1,2870,1,95.5547
1,2871,1,95.3173
1,2872,1,98.217
1,2873,1,95.9791
1,2874,1,95.9791
1,2875,1,93.9707
0,2876,1,93.2269
1,2877,1,92.4837
1,2878,1,92.6331
1,2879,1,92.4307
1,2880,1,91.8142
1,2881,1,89.4381
1,2882,1,89.7802
1,2883,1,88.9713
1,2884,1,89.4374
1,2885,1,89.9444
0,2886,1,93.3104
1,2887,1,93.6661
1,2888,1,98.6768
1,2889,1,95.5748
1,2890,1,94.7761
1,2891,1,86.1615
1,2892,1,87.0709
1,2893,1,105.258
1,2894,1,104.992
1,2895,1,98.4831
1,2896,1,97.6557
0,2897,1,95.8257
0,2898,1,95.2436
1,2899,1,93.2072
1,2900,1,93.3164
1,2901,1,97.9584
1,2902,1,96.716
1,2903,1,93.9048
0,2904,1,97.8485
1,2905,1,97.995
1,2906,1,41.2463
1,2907,1,39.803
1,2908,1,41.591
1,2909,1,38.0058
0,2910,1,39.9804
0,2911,1,40.5528
1,2912,1,35.0527
0,2913,1,35.8892
1,2914,1,40.128
1,2915,1,40.5838
1,2916,1,44.7015
1,2917,1,33.9395
1,2918,1,39.8866
1,2919,1,39.6551
0,2920,1,40.0117
1,2921,1,41.0441
1,2922,1,31.4679
0,2923,1,32.4205
1,2924,1,37.7764
1,2925,1,38.6178
1,2926,1,37.7356
1,2927,1,39.7572
1,2928,1,39.9782
1,2929,1,41.7661
1,2930,1,42.1892
1,2931,1,43.3624
1,2932,1,44.3579
1,2933,1,46.7078
0,2934,1,76.9028
1,2935,1,56.0381
0,2936,1,75.0004
0,2937,1,72.7979
0,2938,1,72.9636
0,2939,1,73.031
0,2940,1,70.0832
0,2941,1,70.2068
0,2942,1,71.9622
0,2943,1,73.2589
0,2944,1,76.4222
0,2945,1,80.928
1,2946,1,79.6178
0,2947,1,79.7072
0,2948,1,29.9121
0,2949,1,30.3094
0,2950,1,33.596
1,2951,1,37.2238
1,2952,1,36.2371
1,2953,1,35.0888
1,2954,1,38.4248
1,2955,1,38.775
1,2956,1,39.9976
1,2957,1,41.3634
0,2958,1,41.6423
0,2959,1,45.3403
1,2960,1,45.8346
0,2961,1,46.5297
0,2962,1,76.5765
0,2963,1,75.8876
0,2964,1,74.409
0,2965,1,73.2032
0,2966,1,72.1301
0,2967,1,70.6284
0,2968,1,68.9739
0,2969,1,70.7205
0,2970,1,71.5632
0,2971,1,73.2313
0,2972,1,75.6761
1,2973,1,75.85
0,2974,1,79.0673
1,2975,1,78.7508
1,2976,1,80.643
1,2977,1,78.1755
1,2978,1,77.2354
1,2979,1,77.7173
0,2980,1,27.7485
0,2981,1,28.7176
1,2982,1,29.6871
1,2983,1,30.6562
1,2984,1,31.6291
1,2985,1,32.6006
1,2986,1,33.5702
1,2987,1,34.5588
0,2988,1,35.5106
1,2989,1,37.2091
1,2990,1,42.5547
0,2991,1,42.4519
0,2992,1,44.3781
0,2993,1,46.3677
0,2994,1,48.2632
1,2995,1,48.6074
1,2996,1,51.0338
1,2997,1,75.601
1,2998,1,73.8011
0,2999,1,72.9317
0,3000,1,68.8544
0,3001,1,67.9918
0,3002,1,67.8671
1,3003,1,69.0177
0,3004,1,69.8225
0,3005,1,73.1802
1,3006,1,73.8778
1,3007,1,76.1161
1,3008,1,76.9502
1,3009,1,78.5183
1,3010,1,79.6741
0,3011,1,76.2887
0,3012,1,76.0504
0,3013,1,28.2787
0,3014,1,30.2042
1,3015,1,30.0318
1,3016,1,30.9084
0,3017,1,32.46
1,3018,1,34.4776
1,3019,1,34.1506
0,3020,1,35.6247
1,3021,1,35.3952
1,3022,1,36.4625
1,3023,1,37.3055
0,3024,1,38.0128
1,3025,1,39.6567
1,3026,1,43.5697
1,3027,1,44.1792
0,3028,1,45.7393
0,3029,1,47.2032
1,3030,1,48.6062
1,3031,1,50.1389
1,3032,1,74.8514
0,3033,1,75.2447
0,3034,1,73.9826
0,3035,1,69.0565
0,3036,1,67.4531
0,3037,1,66.7583
0,3038,1,68.5637
0,3039,1,69.1502
0,3040,1,70.8345
0,3041,1,75.4246
1,3042,1,75.5041
1,3043,1,76.8612
1,3044,1,78.4381
1,3045,1,79.7428
0,3046,1,81.5139
1,3047,1,78.363
1,3048,1,24.7427
0,3049,1,29.9569
1,3050,1,31.2163
1,3051,1,28.6701
1,3052,1,31.9092
1,3053,1,34.2078
1,3054,1,33.2686
0,3055,1,34.0056
0,3056,1,34.5757
0,3057,1,36.2733
0,3058,1,37.3978
1,3059,1,38.7434
0,3060,1,38.5321
1,3061,1,40.3312
0,3062,1,40.2114
1,3063,1,44.3269
0,3064,1,45.1456
0,3065,1,46.4199
0,3066,1,48.1965
0,3067,1,48.8866
0,3068,1,50.2539
1,3069,1,53.5437
0,3070,1,76.1895
0,3071,1,76.1375
0,3072,1,65.7963
0,3073,1,65.564
1,3074,1,65.6512
0,3075,1,67.5782
1,3076,1,68.4174
1,3077,1,71.6979
0,3078,1,71.2798
0,3079,1,76.6389
0,3080,1,76.9225
1,3081,1,78.294
1,3082,1,73.7306
1,3083,1,73.3723
0,3084,1,73.2211
1,3085,1,73.1413
1,3086,1,30.9771
1,3087,1,30.3598
1,3088,1,28.6795
1,3089,1,27.5886
1,3090,1,28.3808
0,3091,1,30.1035
1,3092,1,32.3557
1,3093,1,34.114
0,3094,1,34.857
0,3095,1,40.3544
0,3096,1,40.6319
0,3097,1,39.9181
0,3098,1,39.9269
1,3099,1,40.8345
1,3100,1,46.5431
0,3101,1,46.6227
0,3102,1,54.3296
0,3103,1,50.8564
0,3104,1,51.7651
0,3105,1,52.6109
1,3106,1,53.3907
1,3107,1,66.487
1,3108,1,66.3767
1,3109,1,64.7991
0,3110,1,64.5434
1,3111,1,65.153
1,3112,1,67.1331
0,3113,1,69.8078
1,3114,1,68.7135
0,3115,1,67.632
1,3116,1,69.294
1,3117,1,78.7189
0,3118,1,79.1621
1,3119,1,71.6844
0,3120,1,72.53
1,3121,1,72.2893
1,3122,1,72.1
1,3123,1,22.164
1,3124,1,23.0551
1,3125,1,24.9238
1,3126,1,26.2763
0,3127,1,26.5137
1,3128,1,28.6542
0,3129,1,29.2793
0,3130,1,31.1335
0,3131,1,36.0254
0,3132,1,36.5284
0,3133,1,43.3553
1,3134,1,42.1636
0,3135,1,41.9531
0,3136,1,41.5694
1,3137,1,40.9575
1,3138,1,42.8232
1,3139,1,48.1566
1,3140,1,47.8032
1,3141,1,48.4325
0,3142,1,49.277
0,3143,1,49.2258
1,3144,1,49.9044
1,3145,1,49.9017
0,3146,1,49.9017
1,3147,1,65.5603
1,3148,1,65.0798
1,3149,1,63.5859
1,3150,1,63.4818
1,3151,1,65.355
0,3152,1,66.6781
1,3153,1,65.4422
0,3154,1,66.572
1,3155,1,67.4032
1,3156,1,68.1778
1,3157,1,69.007
0,3158,1,70.2304
1,3159,1,70.6519
1,3160,1,72.4642
1,3161,1,70.4719
1,3162,1,76.2127
1,3163,1,75.7887
1,3164,1,22.725
1,3165,1,23.8381
1,3166,1,23.3322
0,3167,1,24.8933
0,3168,1,25.5136
1,3169,1,26.151
1,3170,1,27.4649
1,3171,1,29.892
0,3172,1,32.0964
1,3173,1,32.8081
0,3174,1,33.7666
1,3175,1,34.4047
0,3176,1,43.62
1,3177,1,43.8907
0,3178,1,43.0027
1,3179,1,42.5003
1,3180,1,42.9648
1,3181,1,48.1797
1,3182,1,47.2482
1,3183,1,47.6757
1,3184,1,49.49
1,3185,1,48.1426
1,3186,1,49.1862
1,3187,1,49.803
0,3188,1,51.4164
0,3189,1,63.8086
1,3190,1,64.7652
0,3191,1,63.1895
0,3192,1,62.9738
1,3193,1,63.7614
1,3194,1,63.3102
1,3195,1,64.4634
1,3196,1,65.0082
0,3197,1,66.1957
1,3198,1,68.9837
0,3199,1,69.8404
1,3200,1,69.2572
0,3201,1,71.3564
1,3202,1,68.8028
1,3203,1,69.4959
1,3204,1,74.1568
1,3205,1,74.5373
1,3206,1,74.1379
1,3207,1,17.8664
1,3208,1,19.7408
1,3209,1,20.4858
0,3210,1,27.0324
1,3211,1,25.9709
1,3212,1,26.8211
0,3213,1,27.2543
0,3214,1,29.6495
0,3215,1,29.1311
1,3216,1,30.4738
0,3217,1,31.5752
1,3218,1,32.475
0,3219,1,33.2855
1,3220,1,34.3866
0,3221,1,45.0619
1,3222,1,44.5089
1,3223,1,43.6992
1,3224,1,39.361
1,3225,1,40.1518
0,3226,1,45.9883
1,3227,1,47.3063
1,3228,1,47.7226
1,3229,1,49.803
1,3230,1,49.803
0,3231,1,50.8588
1,3232,1,51.6998
0,3233,1,62.5284
0,3234,1,62.1178
1,3235,1,63.4925
0,3236,1,61.9194
1,3237,1,62.838
1,3238,1,64.1948
1,3239,1,63.8106
0,3240,1,64.6373
1,3241,1,65.6818
1,3242,1,67.1644
0,3243,1,67.5424
1,3244,1,66.413
1,3245,1,67.8744
1,3246,1,67.5982
1,3247,1,72.8602
1,3248,1,73.208
1,3249,1,72.6965
1,3250,1,79.0464
0,3251,1,18.5202
0,3252,1,19.106
0,3253,1,20.2328
0,3254,1,22.4934
0,3255,1,28.5351
0,3256,1,27.3983
0,3257,1,28.0903
1,3258,1,29.3587
0,3259,1,27.2685
0,3260,1,28.2388
1,3261,1,30.9136
1,3262,1,32.171
1,3263,1,33.6904
1,3264,1,34.2806
0,3265,1,34.4746
0,3266,1,35.3263
1,3267,1,37.1249
1,3268,1,38.5634
1,3269,1,41.4367
1,3270,1,41.162
1,3271,1,44.8977
1,3272,1,45.5587
1,3273,1,46.3043
1,3274,1,48.6249
1,3275,1,49.4633
1,3276,1,55.2951
1,3277,1,55.7275
0,3278,1,61.6173
1,3279,1,60.5638
0,3280,1,60.5221
1,3281,1,61.3782
1,3282,1,62.6057
1,3283,1,62.2371
1,3284,1,63.4159
1,3285,1,64.1555
1,3286,1,65.0588
1,3287,1,66.315
1,3288,1,67.8539
1,3289,1,65.7931
1,3290,1,66.674
1,3291,1,71.408
1,3292,1,71.883
1,3293,1,71.4725
1,3294,1,70.9414
1,3295,1,72.0248
1,3296,1,77.7786
0,3297,1,14.764
0,3298,1,18.9404
0,3299,1,18.6246
0,3300,1,19.4605
0,3301,1,20.1679
0,3302,1,28.868
1,3303,1,28.6448
1,3304,1,29.3509
1,3305,1,29.8714
1,3306,1,26.3206
0,3307,1,26.9809
1,3308,1,32.9343
1,3309,1,31.995
1,3310,1,34.5634
1,3311,1,35.3632
1,3312,1,37.2337
1,3313,1,36.5286
1,3314,1,38.3559
1,3315,1,43.6331
1,3316,1,42.7165
0,3317,1,43.9504
0,3318,1,42.6872
1,3319,1,44.1901
1,3320,1,46.3864
0,3321,1,47.2275
0,3322,1,48.59
0,3323,1,49.5941
1,3324,1,54.1147
1,3325,1,53.609
1,3326,1,54.2808
1,3327,1,60.1056
1,3328,1,59.5367
1,3329,1,59.9705
1,3330,1,61.0866
1,3331,1,64.5519
0,3332,1,64.5781
1,3333,1,63.9693
1,3334,1,62.0913
1,3335,1,63.3756
1,3336,1,63.3154
1,3337,1,64.1613
1,3338,1,65.0628
1,3339,1,70.4396
1,3340,1,70.9033
1,3341,1,69.8235
1,3342,1,70.17
1,3343,1,71.1446
1,3344,1,71.732
1,3345,1,76.0429
1,3346,1,15.2648
1,3347,1,16.2619
1,3348,1,18.0993
0,3349,1,17.876
1,3350,1,18.647
0,3351,1,29.0912
0,3352,1,29.5792
1,3353,1,24.3591
1,3354,1,24.3987
1,3355,1,25.4906
1,3356,1,26.4883
1,3357,1,26.2541
1,3358,1,39.1355
1,3359,1,39.1355
0,3360,1,38.6197
0,3361,1,37.7791
1,3362,1,39.6801
1,3363,1,38.1737
1,3364,1,40.9867
1,3365,1,42.1041
1,3366,1,42.6083
0,3367,1,43.9907
1,3368,1,44.1518
1,3369,1,44.7908
1,3370,1,47.8497
1,3371,1,52.7566
0,3372,1,50.8154
1,3373,1,51.653
1,3374,1,52.3792
1,3375,1,52.5802
1,3376,1,58.4322
1,3377,1,58.6299
0,3378,1,59.4222
1,3379,1,60.0609
1,3380,1,59.5728
1,3381,1,60.7298
1,3382,1,60.5886
1,3383,1,62.0913
1,3384,1,61.9099
1,3385,1,63.7064
1,3386,1,64.4115
1,3387,1,69.6499
1,3388,1,69.4693
1,3389,1,68.3767
1,3390,1,68.8075
1,3391,1,69.5818
1,3392,1,70.0731
1,3393,1,72.1334
1,3394,1,71.6046
1,3395,1,72.4945
1,3396,1,13.3447
1,3397,1,14.1038
0,3398,1,15.902
0,3399,1,16.1648
1,3400,1,19.2714
1,3401,1,19.036
0,3402,1,19.6003
0,3403,1,22.6615
1,3404,1,22.8352
1,3405,1,23.742
0,3406,1,29.1279
0,3407,1,29.2183
1,3408,1,28.7464
0,3409,1,31.6072
1,3410,1,47.956
1,3411,1,47.9191
0,3412,1,46.3091
1,3413,1,39.419
1,3414,1,39.1262
1,3415,1,40.3711
1,3416,1,41.211
1,3417,1,43.9589
1,3418,1,43.5066
1,3419,1,45.6584
1,3420,1,53.1722
1,3421,1,51.5145
1,3422,1,50.3407
1,3423,1,50.3571
1,3424,1,51.2025
1,3425,1,57.3549
1,3426,1,56.7145
1,3427,1,57.2333
1,3428,1,57.7018
1,3429,1,58.4464
1,3430,1,58.609
0,3431,1,58.7919
1,3432,1,59.7386
0,3433,1,61.2401
1,3434,1,61.5145
1,3435,1,65.4136
1,3436,1,65.9105
1,3437,1,67.8078
1,3438,1,66.9195
1,3439,1,67.3967
1,3440,1,67.9326
0,3441,1,68.4577
1,3442,1,69.3962
1,3443,1,70.4311
1,3444,1,71.2725
1,3445,1,74.6374
1,3446,1,74.544
1,3447,1,14.2146
0,3448,1,15.4194
0,3449,1,15.7742
0,3450,1,16.3567
1,3451,1,18.0766
0,3452,1,18.7957
0,3453,1,20.6617
0,3454,1,20.9606
1,3455,1,21.4468
0,3456,1,22.791
1,3457,1,27.7826
0,3458,1,27.8719
1,3459,1,28.1372
1,3460,1,31.0382
1,3461,1,31.6072
0,3462,1,47.8748
1,3463,1,46.499
1,3464,1,45.2968
1,3465,1,44.6166
1,3466,1,40.4569
1,3467,1,40.7699
1,3468,1,41.2465
1,3469,1,45.0771
1,3470,1,45.5524
1,3471,1,49.0634
1,3472,1,48.4029
1,3473,1,47.3154
0,3474,1,48.806
0,3475,1,48.9475
1,3476,1,49.8334
1,3477,1,50.7188
1,3478,1,57.683
0,3479,1,55.6499
1,3480,1,55.2098
0,3481,1,56.4896
1,3482,1,56.5545
1,3483,1,57.5807
1,3484,1,58.5971
1,3485,1,59.7119
1,3486,1,61.5145
1,3487,1,62.1033
1,3488,1,62.5441
1,3489,1,63.9977
0,3490,1,64.4187
1,3491,1,65.3577
1,3492,1,66.6621
1,3493,1,67.5446
1,3494,1,70.4175
1,3495,1,70.1237
1,3496,1,70.3467
1,3497,1,72.4505
1,3498,1,76.022
1,3499,1,75.835
1,3500,1,76.2076
1,3501,1,18.323
1,3502,1,18.3612
1,3503,1,15.0033
0,3504,1,18.4787
1,3505,1,17.6738
1,3506,1,16.8006
1,3507,1,18.3196
0,3508,1,19.4305
1,3509,1,19.9555
1,3510,1,22.3299
1,3511,1,22.3818
0,3512,1,27.151
1,3513,1,26.1188
1,3514,1,26.832
1,3515,1,29.6613
1,3516,1,31.1735
0,3517,1,32.4298
1,3518,1,35.2008
1,3519,1,45.235
1,3520,1,43.5315
1,3521,1,41.6925
1,3522,1,41.7206
1,3523,1,44.4793
1,3524,1,46.0789
1,3525,1,46.5374
1,3526,1,44.8249
0,3527,1,45.5603
1,3528,1,46.4952
1,3529,1,48.9185
0,3530,1,49.1072
1,3531,1,50.2566
1,3532,1,51.3953
1,3533,1,52.0369
0,3534,1,53.1869
1,3535,1,54.3016
1,3536,1,55.1551
1,3537,1,56.2838
1,3538,1,58.7512
1,3539,1,58.5048
1,3540,1,59.4427
1,3541,1,60.3814
1,3542,1,61.3201
1,3543,1,62.3334
1,3544,1,63.1977
1,3545,1,67.3922
1,3546,1,67.1123
1,3547,1,67.105
1,3548,1,68.2729
1,3549,1,68.6115
1,3550,1,70.4678
1,3551,1,73.8045
1,3552,1,73.8045
1,3553,1,73.3834
1,3554,1,76.8295
1,3555,1,77.9474
1,3556,1,77.5713
1,3557,1,17.5285
1,3558,1,17.837
1,3559,1,18.6422
1,3560,1,21.5043
1,3561,1,20.3165
0,3562,1,17.4522
1,3563,1,17.8857
0,3564,1,17.9995
1,3565,1,19.6511
1,3566,1,20.6923
0,3567,1,22.8188
1,3568,1,23.547
0,3569,1,24.6574
0,3570,1,27.861
0,3571,1,27.9228
0,3572,1,28.3525
1,3573,1,30.2881
0,3574,1,33.4203
1,3575,1,33.4723
1,3576,1,33.7648
1,3577,1,42.1325
1,3578,1,42.7362
1,3579,1,42.2713
1,3580,1,43.4944
0,3581,1,43.0413
1,3582,1,43.3597
1,3583,1,44.0814
1,3584,1,44.8033
0,3585,1,46.0144
1,3586,1,50.398
1,3587,1,55.5467
1,3588,1,54.7127
1,3589,1,53.5437
0,3590,1,53.813
1,3591,1,54.927
1,3592,1,55.3633
1,3593,1,56.3408
1,3594,1,57.2829
1,3595,1,59.586
1,3596,1,61.0316
1,3597,1,61.3518
1,3598,1,62.1131
1,3599,1,64.101
1,3600,1,64.9473
1,3601,1,66.1735
1,3602,1,68.1101
1,3603,1,68.5447
1,3604,1,71.2001
1,3605,1,72.362
1,3606,1,72.8616
1,3607,1,73.8045
1,3608,1,78.0586
1,3609,1,77.9082
