VARIABLE,DEPOT,PARCEL,VALUE,Coord_ID,YLT,XLON
X,0,4072,878.74,4761,28.9474,-98.1601
X,0,4073,1006.84,4762,28.9474,-98.1501
X,0,4074,1065.74,4763,28.9474,-98.1401
X,0,4075,1044.98,4764,28.9474,-98.1301
X,0,4117,0,4807,28.8974,-98.1801
X,0,4117,1044.92,4807,28.8974,-98.1801
X,0,4118,1061.52,4808,28.8974,-98.1701
X,0,4119,0,4809,28.8874,-98.1901
X,0,4119,1061.46,4809,28.8874,-98.1901
Z,0,130,1104.62,238,29.1277,-98.4698
Z,0,131,1095.86,239,29.1277,-98.4598
Z,0,132,1104.62,240,29.1277,-98.4498
Z,0,156,1069.56,276,29.1177,-98.4498
Z,0,157,1069.56,277,29.1177,-98.4398
Z,0,158,1066.4,278,29.1177,-98.4298
Z,0,188,1069.54,317,29.1077,-98.4298
Z,0,2592,1119.26,2982,29.3574,-98.1801
Z,0,2593,1217.1,2983,29.3574,-98.1701
Z,0,2610,1207.86,3015,29.3474,-98.1901
Z,0,2611,1165.54,3016,29.3474,-98.1801
Z,0,2628,1185.82,3048,29.3374,-98.2201
Z,0,2645,1266.66,3086,29.3274,-98.2201
Z,0,2646,1185.82,3087,29.3274,-98.2101
Z,0,2647,1249.56,3088,29.3274,-98.2001
Z,0,2648,1382.64,3089,29.3274,-98.1901
Z,0,2649,1212.02,3090,29.3274,-98.1801
Z,0,2666,1185.82,3123,29.3174,-98.2301
Z,0,2667,1347,3124,29.3174,-98.2201
Z,0,2668,1382.62,3125,29.3174,-98.2101
Z,0,2669,1382.62,3126,29.3174,-98.2001
Z,0,2670,1382.62,3128,29.3174,-98.1801
Z,0,2693,1347,3164,29.3074,-98.2401
Z,0,2694,1347,3165,29.3074,-98.2301
Z,0,2695,1382.62,3166,29.3074,-98.2201
Z,0,2696,1382.62,3169,29.3074,-98.1901
Z,0,2723,1185.8,3207,29.2974,-98.2501
Z,0,2724,1346.98,3208,29.2974,-98.2401
Z,0,2725,1382.6,3209,29.2974,-98.2301
Z,0,2726,1382.6,3211,29.2974,-98.2101
Z,0,2727,1382.6,3212,29.2974,-98.2001
Z,0,2728,1382.6,3213,29.2974,-98.1901
Z,0,2729,1298.84,3217,29.2974,-98.1501
Z,0,2753,1244.14,3251,29.2874,-98.2601
Z,0,2754,1382.62,3259,29.2874,-98.1801
Z,0,2755,1257.08,3262,29.2874,-98.1501
Z,0,2786,1244.14,3297,29.2774,-98.2701
Z,0,2787,0,3304,29.2774,-98.2001
Z,0,2788,1382.6,3305,29.2774,-98.1901
Z,0,2789,1382.6,3306,29.2774,-98.1801
Z,0,2790,1382.6,3307,29.2774,-98.1701
Z,0,2791,1257.08,3309,29.2774,-98.1501
Z,0,2822,1346.98,3346,29.2674,-98.2701
Z,0,2823,1346.98,3347,29.2674,-98.2601
Z,0,2824,1346.98,3348,29.2674,-98.2501
Z,0,2825,1346.98,3349,29.2674,-98.2401
Z,0,2826,1382.62,3351,29.2674,-98.2201
Z,0,2827,1382.62,3354,29.2674,-98.1901
Z,0,2828,1382.62,3355,29.2674,-98.1801
Z,0,2829,1382.62,3356,29.2674,-98.1701
Z,0,2830,1382.62,3357,29.2674,-98.1601
Z,0,2864,1244.14,3396,29.2574,-98.2801
Z,0,2865,1244.14,3397,29.2574,-98.2701
Z,0,2866,1346.98,3398,29.2574,-98.2601
Z,0,2867,1346.98,3401,29.2574,-98.2301
Z,0,2868,1382.62,3402,29.2574,-98.2201
Z,0,2869,1382.62,3405,29.2574,-98.1901
Z,0,2870,1382.62,3406,29.2574,-98.1801
Z,0,2871,1382.62,3409,29.2574,-98.1501
Z,0,2904,1173.12,3447,29.2474,-98.2901
Z,0,2905,1173.12,3448,29.2474,-98.2801
Z,0,2906,1346.96,3452,29.2474,-98.2401
Z,0,2907,1382.62,3456,29.2474,-98.2001
Z,0,2944,1188.62,3501,29.2374,-98.3001
Z,0,2945,1284.46,3502,29.2374,-98.2901
Z,0,2946,1251.38,3503,29.2374,-98.2801
Z,0,2947,1219.16,3504,29.2374,-98.2701
Z,0,2948,1219.16,3506,29.2374,-98.2501
Z,0,2949,1329.22,3507,29.2374,-98.2401
Z,0,2950,1329.22,3508,29.2374,-98.2301
Z,0,2951,1366.22,3510,29.2374,-98.2101
Z,0,2952,1366.22,3511,29.2374,-98.2001
Z,0,2953,1366.22,3512,29.2374,-98.1901
Z,0,2954,1366.22,3514,29.2374,-98.1701
Z,0,2955,1366.22,3515,29.2374,-98.1601
Z,0,2956,1366.22,3516,29.2374,-98.1501
Z,0,2957,1366.22,3517,29.2374,-98.1401
Z,0,2993,1202.16,3557,29.2274,-98.3101
Z,0,2995,1215,3559,29.2274,-98.2901
Z,0,2996,1213.04,3560,29.2274,-98.2801
Z,0,2997,1219.16,3561,29.2274,-98.2701
Z,0,2998,1212.76,3562,29.2274,-98.2601
Z,0,2999,1329.2,3564,29.2274,-98.2401
Z,0,3000,1366.22,3566,29.2274,-98.2201
Z,0,3001,1366.22,3567,29.2274,-98.2101
Z,0,3002,1366.22,3569,29.2274,-98.1901
Z,0,3003,1366.22,3574,29.2274,-98.1401
Z,0,3004,1366.22,3576,29.2274,-98.1201
Z,0,3038,1191.66,3613,29.2174,-98.3201
Z,0,3039,1165.94,3614,29.2174,-98.3101
Z,0,3040,1191.66,3616,29.2174,-98.2901
Z,0,3041,1212.76,3619,29.2174,-98.2601
Z,0,3042,1329.2,3620,29.2174,-98.2501
Z,0,3043,1329.2,3621,29.2174,-98.2401
Z,0,3044,1329.2,3622,29.2174,-98.2301
Z,0,3045,1329.2,3623,29.2174,-98.2201
Z,0,3046,1329.2,3624,29.2174,-98.2101
Z,0,3047,1366.22,3626,29.2174,-98.1901
Z,0,3048,1366.22,3629,29.2174,-98.1601
Z,0,3049,1366.22,3631,29.2174,-98.1401
Z,0,3087,1245.94,3672,29.2074,-98.2901
Z,0,3088,1134.72,3674,29.2074,-98.2401
Z,0,3089,1134.72,3675,29.2074,-98.2301
Z,0,3090,1215,3676,29.2074,-98.2201
Z,0,3091,1329.12,3677,29.2074,-98.2101
Z,0,3092,1329.12,3678,29.2074,-98.2001
Z,0,3093,1329.12,3682,29.2074,-98.1601
Z,0,3094,1329.12,3684,29.2074,-98.1401
Z,0,3135,1296.26,3728,29.1974,-98.2801
Z,0,3137,1342.24,3730,29.1974,-98.2401
Z,0,3138,1191.64,3732,29.1974,-98.2201
Z,0,3139,1191.64,3733,29.1974,-98.2101
Z,0,3140,1329.12,3734,29.1974,-98.2001
Z,0,3141,1329.12,3736,29.1974,-98.1801
Z,0,3142,1329.12,3737,29.1974,-98.1701
Z,0,3178,1179.9,3778,29.1874,-98.3401
Z,0,3179,1238.2,3779,29.1874,-98.3301
Z,0,3180,1238.2,3781,29.1874,-98.3101
Z,0,3181,1185.24,3782,29.1874,-98.3001
Z,0,3182,1185.24,3783,29.1874,-98.2901
Z,0,3183,1185.24,3784,29.1874,-98.2801
Z,0,3184,1102.56,3785,29.1874,-98.2701
Z,0,3185,1211.96,3787,29.1874,-98.2501
Z,0,3186,1211.96,3789,29.1874,-98.2301
Z,0,3187,1342.26,3790,29.1874,-98.2101
Z,0,3188,1342.26,3791,29.1874,-98.2001
Z,0,3189,1329.1,3792,29.1874,-98.1901
Z,0,3228,1238.18,3834,29.1774,-98.3501
Z,0,3229,1182.54,3835,29.1774,-98.3401
Z,0,3230,1080.36,3836,29.1774,-98.3301
Z,0,3231,1080.36,3837,29.1774,-98.3201
Z,0,3232,1146.46,3838,29.1774,-98.3101
Z,0,3233,1131.02,3839,29.1774,-98.3001
Z,0,3234,1145.56,3840,29.1774,-98.2901
Z,0,3236,1115.92,3842,29.1774,-98.2701
Z,0,3237,1125.38,3843,29.1774,-98.2601
Z,0,3238,1115.92,3844,29.1774,-98.2501
Z,0,3239,1165.92,3845,29.1774,-98.2401
Z,0,3240,1269.24,3846,29.1774,-98.2301
Z,0,3241,1191.62,3847,29.1774,-98.2201
Z,0,3242,1165.92,3849,29.1774,-98.2001
Z,0,3243,1329.1,3850,29.1774,-98.1901
Z,0,3244,1329.1,3851,29.1774,-98.1801
Z,0,3281,1196.22,3890,29.1674,-98.3601
Z,0,3282,1089.26,3891,29.1674,-98.3501
Z,0,3283,1131.02,3892,29.1674,-98.3401
Z,0,3284,1135.56,3893,29.1674,-98.3201
Z,0,3285,1135.56,3894,29.1674,-98.3101
Z,0,3286,1080.34,3895,29.1674,-98.3001
Z,0,3287,1080.34,3896,29.1674,-98.2901
Z,0,3288,1102.54,3897,29.1674,-98.2801
Z,0,3289,1185.22,3898,29.1674,-98.2701
Z,0,3290,1185.22,3899,29.1674,-98.2601
Z,0,3291,1185.22,3900,29.1674,-98.2501
Z,0,3292,1185.22,3901,29.1674,-98.2401
Z,0,3293,1185.22,3902,29.1674,-98.2301
Z,0,3294,1179.84,3904,29.1674,-98.2101
Z,0,3295,1342.2,3905,29.1674,-98.2001
Z,0,3296,1191.62,3906,29.1674,-98.1901
Z,0,3297,1165.92,3907,29.1674,-98.1801
Z,0,3298,1192.44,3908,29.1674,-98.1701
Z,0,3299,1269.2,3909,29.1674,-98.1601
Z,0,3347,1104.58,3959,29.1574,-98.2201
Z,0,3348,1104.58,3961,29.1574,-98.1901
Z,0,3349,1060.6,3962,29.1574,-98.1801
Z,0,3350,1165.94,3963,29.1574,-98.1701
Z,0,3351,1165.94,3964,29.1574,-98.1601
Z,0,3392,1102.54,4007,29.1474,-98.2901
Z,0,3394,1135.56,4009,29.1474,-98.2701
Z,0,3446,1135.56,4066,29.1374,-98.2501
Z,0,3448,1126.54,4068,29.1374,-98.2301
Z,0,3449,1135.56,4069,29.1374,-98.2201
Z,0,3450,1118.52,4070,29.1374,-98.2101
