index,parcels,yield,county
619,787,10.2522,ATASCOSA
620,788,10.105,ATASCOSA
621,789,10.0186,ATASCOSA
622,790,10.1438,ATASCOSA
623,791,9.646,ATASCOSA
624,792,9.856,ATASCOSA
625,793,10.2112,ATASCOSA
626,794,10.2276,ATASCOSA
627,795,10.2276,ATASCOSA
628,796,10.2276,ATASCOSA
629,798,10.2276,ATASCOSA
630,799,10.3822,ATASCOSA
631,800,10.3822,ATASCOSA
632,801,10.2112,ATASCOSA
633,802,10.3822,ATASCOSA
634,803,10.2276,ATASCOSA
635,804,10.3858,ATASCOSA
636,805,10.4406,ATASCOSA
637,807,10.025,ATASCOSA
638,808,10.4406,ATASCOSA
639,809,9.8248,ATASCOSA
640,810,9.6746,ATASCOSA
641,811,9.6232,ATASCOSA
642,812,9.6232,ATASCOSA
643,814,9.9384,ATASCOSA
644,815,10.061,ATASCOSA
645,817,10.3602,ATASCOSA
646,818,10.9238,ATASCOSA
647,819,10.3232,ATASCOSA
648,820,10.3232,ATASCOSA
649,821,10.3232,ATASCOSA
650,823,11.456,ATASCOSA
651,824,10.3232,ATASCOSA
652,825,1.8496,ATASCOSA
653,826,1.8496,ATASCOSA
654,827,1.6494,ATASCOSA
655,828,1.8864,ATASCOSA
656,829,1.7818,ATASCOSA
657,830,1.8386,ATASCOSA
658,831,1.71,ATASCOSA
659,832,1.8612,ATASCOSA
660,833,1.814,ATASCOSA
661,835,1.8612,ATASCOSA
662,836,1.917,ATASCOSA
663,837,1.9466,ATASCOSA
664,838,10.2812,ATASCOSA
665,839,10.2812,ATASCOSA
666,840,9.8082,ATASCOSA
667,841,10.0184,ATASCOSA
668,842,10.1438,ATASCOSA
669,844,9.8572,ATASCOSA
670,845,10.2274,ATASCOSA
671,846,10.2274,ATASCOSA
672,847,10.2274,ATASCOSA
673,848,10.2274,ATASCOSA
674,849,10.2112,ATASCOSA
675,850,10.2112,ATASCOSA
676,851,10.2274,ATASCOSA
677,852,10.2274,ATASCOSA
678,853,10.2274,ATASCOSA
679,854,10.2274,ATASCOSA
680,855,10.4404,ATASCOSA
681,856,10.0246,ATASCOSA
682,857,10.4404,ATASCOSA
683,858,10.3862,ATASCOSA
684,859,9.9946,ATASCOSA
685,860,10.3862,ATASCOSA
686,861,10.3862,ATASCOSA
687,862,10.061,ATASCOSA
688,863,10.061,ATASCOSA
689,864,10.061,ATASCOSA
690,865,9.9384,ATASCOSA
691,866,10.061,ATASCOSA
692,867,8.3884,ATASCOSA
693,868,10.36,ATASCOSA
694,869,10.7156,ATASCOSA
695,870,10.8758,ATASCOSA
696,871,10.823,ATASCOSA
697,872,10.3232,ATASCOSA
698,873,10.3232,ATASCOSA
699,874,10.3232,ATASCOSA
700,875,10.6656,ATASCOSA
701,876,10.3232,ATASCOSA
702,877,1.5478,ATASCOSA
703,878,1.8282,ATASCOSA
704,879,1.6424,ATASCOSA
705,880,1.8184,ATASCOSA
706,881,1.9574,ATASCOSA
707,882,1.9466,ATASCOSA
708,883,1.917,ATASCOSA
709,884,1.917,ATASCOSA
710,885,1.9466,ATASCOSA
711,886,1.8868,ATASCOSA
712,887,1.1306,ATASCOSA
713,889,1.93,ATASCOSA
714,890,2.097,ATASCOSA
715,891,10.1456,ATASCOSA
716,892,10.2802,ATASCOSA
717,893,10.1456,ATASCOSA
718,894,10.018,ATASCOSA
719,895,9.742,ATASCOSA
720,896,10.097,ATASCOSA
721,897,9.8572,ATASCOSA
722,898,9.8572,ATASCOSA
723,899,10.2004,ATASCOSA
724,901,10.953,ATASCOSA
725,902,10.211,ATASCOSA
726,903,10.2272,ATASCOSA
727,904,10.2272,ATASCOSA
728,905,10.2272,ATASCOSA
729,907,10.4392,ATASCOSA
730,909,10.4392,ATASCOSA
731,910,10.4392,ATASCOSA
